,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Safety Index
1962,MADHYA PRADESH,BARWANI,2013,51,39,7,76,9,17,0,94.93333333333334
1963,MADHYA PRADESH,BETUL,2013,119,66,7,222,18,92,0,87.95333333333333
1964,MADHYA PRADESH,BHIND,2013,57,49,28,117,0,53,0,92.78666666666666
1965,MADHYA PRADESH,BHOPAL,2013,173,102,18,357,52,344,0,79.63333333333333
1966,MADHYA PRADESH,BHOPAL RAILWAY,2013,5,2,0,15,4,2,0,99.38000000000001
1967,MADHYA PRADESH,BURHANPUR,2013,34,18,5,92,9,42,0,95.75333333333333
1968,MADHYA PRADESH,CHHATARPUR,2013,77,38,24,220,0,81,0,90.16666666666667
1969,MADHYA PRADESH,CHHINDWARA,2013,151,187,9,194,39,145,0,83.30666666666666
1970,MADHYA PRADESH,DAMOH,2013,50,20,25,147,0,59,0,93.3
1971,MADHYA PRADESH,DATIA,2013,27,20,16,64,0,40,0,96.30666666666667
1972,MADHYA PRADESH,DEWAS,2013,81,16,8,124,14,101,0,92.72666666666666
1973,MADHYA PRADESH,DHAR,2013,108,169,48,211,18,115,0,84.34666666666666
1974,MADHYA PRADESH,DINDORI,2013,76,20,6,120,8,47,0,93.40666666666667
1975,MADHYA PRADESH,GUNA,2013,105,23,5,157,18,36,0,91.4
1976,MADHYA PRADESH,GWALIOR,2013,158,53,43,369,47,446,0,79.85333333333332
1977,MADHYA PRADESH,HARDA,2013,33,5,3,48,3,16,0,97.34
1978,MADHYA PRADESH,HOSHANGABAD,2013,79,76,10,152,17,84,0,90.65333333333334
1979,MADHYA PRADESH,INDORE,2013,190,288,31,369,69,350,0,73.05333333333334
1980,MADHYA PRADESH,INDORE RAILWAY,2013,3,6,1,9,0,0,0,99.50666666666666
1981,MADHYA PRADESH,JABALPUR,2013,145,151,37,303,67,218,0,80.53333333333333
1982,MADHYA PRADESH,JABALPUR RAILWAY,2013,1,1,1,13,1,1,0,99.62
1983,MADHYA PRADESH,JHABUA,2013,49,73,0,60,0,10,0,94.82666666666667
1984,MADHYA PRADESH,KATNI,2013,65,61,13,206,8,60,0,90.71333333333334
1985,MADHYA PRADESH,KHANDWA,2013,97,101,6,179,13,46,1,89.11999999999999
1986,MADHYA PRADESH,KHARGONE,2013,95,167,34,213,16,111,0,85.39999999999999
1987,MADHYA PRADESH,MANDLA,2013,88,14,2,104,11,46,0,93.50666666666667
1988,MADHYA PRADESH,MANDSAUR,2013,74,27,4,143,17,145,1,92.08666666666666
1989,MADHYA PRADESH,MORENA,2013,60,42,40,116,5,151,0,91.75333333333333
1990,MADHYA PRADESH,NARSINGHPUR,2013,101,57,16,189,12,115,0,89.2
1991,MADHYA PRADESH,NEEMUCH,2013,49,41,0,84,10,62,3,94.58
1992,MADHYA PRADESH,PANNA,2013,45,12,14,85,2,29,0,95.49333333333334
1993,MADHYA PRADESH,RAISEN,2013,115,32,9,204,33,94,0,89.1
1994,MADHYA PRADESH,RAJGARH,2013,120,71,8,203,10,83,0,88.29333333333332
1995,MADHYA PRADESH,RATLAM,2013,88,49,10,89,5,77,2,92.38666666666667
1996,MADHYA PRADESH,REWA,2013,113,30,47,178,3,127,0,88.66666666666667
1997,MADHYA PRADESH,SAGAR,2013,135,55,36,422,40,130,0,82.09333333333333
1998,MADHYA PRADESH,SATNA,2013,124,33,35,204,11,135,0,87.86666666666667
1999,MADHYA PRADESH,SEONI,2013,75,39,15,130,8,24,0,92.59333333333333
2000,MADHYA PRADESH,SHAHDOL,2013,115,96,9,216,9,193,0,86.81333333333333
2001,MADHYA PRADESH,SHAJAPUR,2013,44,20,2,113,7,37,0,95.03999999999999
2002,MADHYA PRADESH,SHEOPUR,2013,32,6,5,45,3,39,0,97.19333333333333
2003,MADHYA PRADESH,SHIVPURI,2013,106,30,14,211,13,78,0,89.58
2004,MADHYA PRADESH,SIDHI,2013,46,60,17,116,4,70,0,93.15333333333334
2005,MADHYA PRADESH,SIHORE,2013,95,36,14,116,11,69,0,91.84666666666666
2006,MADHYA PRADESH,SINGRAULI,2013,38,78,18,111,2,74,0,93.06
2007,MADHYA PRADESH,TIKAMGARH,2013,67,34,14,140,5,40,0,92.81333333333333
2008,MADHYA PRADESH,UJJAIN,2013,113,35,13,232,37,207,0,87.6
2009,MADHYA PRADESH,UMARIA,2013,38,35,5,73,7,58,0,95.44
2010,MADHYA PRADESH,VIDISHA,2013,125,108,20,240,11,123,0,85.68666666666667
2011,MADHYA PRADESH,TOTAL,2013,4335,2873,776,8252,736,4988,7,-384.31333333333333
2012,MAHARASHTRA,AHMEDNAGAR,2013,105,54,10,243,34,397,0,86.06666666666668
2013,MAHARASHTRA,AKOLA,2013,46,24,4,200,35,121,0,92.11333333333334
2014,MAHARASHTRA,AMRAVATI COMMR.,2013,26,22,2,96,27,38,0,95.77333333333334
2015,MAHARASHTRA,AMRAVATI RURAL,2013,78,45,1,317,35,175,0,87.67333333333333
2016,MAHARASHTRA,AURANGABAD COMMR.,2013,22,35,5,173,38,151,0,93.04666666666665
2017,MAHARASHTRA,AURANGABAD RURAL,2013,36,15,14,167,31,273,0,92.12
2018,MAHARASHTRA,BEED,2013,92,52,5,230,12,382,0,87.46000000000001
2019,MAHARASHTRA,BHANDARA,2013,40,13,0,74,41,52,0,95.67999999999999
2020,MAHARASHTRA,BULDHANA,2013,56,15,20,185,66,140,0,91.18
2021,MAHARASHTRA,CHANDRAPUR,2013,88,25,8,179,123,180,0,89.12666666666667
2022,MAHARASHTRA,DHULE,2013,40,25,6,58,9,228,0,94.73333333333332
2023,MAHARASHTRA,GADCHIROLI,2013,33,5,0,53,6,14,0,97.31333333333333
2024,MAHARASHTRA,GONDIA,2013,52,21,1,94,10,55,0,94.94666666666667
2025,MAHARASHTRA,HINGOLI,2013,15,12,4,55,2,86,0,97.24666666666666
2026,MAHARASHTRA,JALGAON,2013,58,53,2,238,42,425,0,88.04666666666665
2027,MAHARASHTRA,JALNA,2013,35,29,50,132,6,351,0,91.1
2028,MAHARASHTRA,KOLHAPUR,2013,84,43,14,117,37,204,0,90.83333333333334
2029,MAHARASHTRA,LATUR,2013,37,38,4,116,3,297,0,93.03333333333333
2030,MAHARASHTRA,MUMBAI COMMR.,2013,391,251,21,1163,444,602,0,43.77333333333333
2031,MAHARASHTRA,MUMBAI RAILWAY,2013,6,5,0,41,5,0,0,98.74000000000001
2032,MAHARASHTRA,NAGPUR COMMR.,2013,91,80,4,209,52,218,0,87.76666666666668
2033,MAHARASHTRA,NAGPUR RAILWAY,2013,2,2,0,15,3,1,0,99.52
2034,MAHARASHTRA,NAGPUR RURAL,2013,75,29,4,149,28,82,0,92.19333333333333
2035,MAHARASHTRA,NANDED,2013,64,48,30,135,6,341,0,90.10666666666667
2036,MAHARASHTRA,NANDURBAR,2013,23,19,1,44,13,75,0,96.98666666666666
2037,MAHARASHTRA,NASIK COMMR.,2013,20,16,7,96,9,181,0,95.29333333333334
2038,MAHARASHTRA,NASIK RURAL,2013,85,36,9,224,21,405,0,87.88
2039,MAHARASHTRA,NAVI MUMBAI,2013,69,36,8,138,55,139,0,91.59333333333333
2040,MAHARASHTRA,OSMANABAD,2013,48,26,4,127,12,166,0,93.44666666666667
2041,MAHARASHTRA,PARBHANI,2013,40,37,4,132,6,271,0,92.75333333333334
2042,MAHARASHTRA,PUNE COMMR.,2013,171,125,9,304,128,344,0,79.44666666666666
2043,MAHARASHTRA,PUNE RAILWAY,2013,3,2,0,6,1,0,0,99.69333333333333
2044,MAHARASHTRA,PUNE RURAL,2013,150,76,6,277,72,224,0,83.78
2045,MAHARASHTRA,RAIGAD,2013,42,14,4,92,45,80,0,94.84
2046,MAHARASHTRA,RATNAGIRI,2013,27,8,0,82,26,39,0,96.46000000000001
2047,MAHARASHTRA,SANGLI,2013,77,33,8,141,15,141,0,91.81333333333333
2048,MAHARASHTRA,SATARA,2013,88,47,4,297,45,201,0,87.21333333333334
2049,MAHARASHTRA,SINDHUDURG,2013,11,5,0,50,12,12,0,98.18666666666667
2050,MAHARASHTRA,SOLAPUR COMMR.,2013,37,25,1,53,23,63,0,96.03333333333333
2051,MAHARASHTRA,SOLAPUR RURAL,2013,82,25,1,149,28,109,0,91.94
2052,MAHARASHTRA,THANE COMMR.,2013,182,178,14,467,119,423,0,73.75999999999999
2053,MAHARASHTRA,THANE RURAL,2013,133,52,8,246,100,217,0,85.32666666666668
2054,MAHARASHTRA,WARDHA,2013,73,47,1,227,35,116,0,90.01333333333334
2055,MAHARASHTRA,WASHIM,2013,26,21,10,153,22,142,0,93.76666666666667
2056,MAHARASHTRA,YAVATMAL,2013,104,105,12,388,750,381,0,72.34
2057,MAHARASHTRA,TOTAL,2013,3063,1874,320,8132,2632,8542,0,-337.84
2058,MANIPUR,BISHNUPUR,2013,7,4,0,3,0,1,0,99.54666666666667
2059,MANIPUR,CHANDEL,2013,1,2,0,0,0,0,0,99.90666666666667
2060,MANIPUR,CHURACHANDPUR,2013,0,3,0,2,0,0,0,99.88
2061,MANIPUR,CID,2013,0,0,0,0,0,0,0,100.0
2062,MANIPUR,IMPHAL EAST,2013,12,34,0,9,0,8,0,98.38
2063,MANIPUR,IMPHAL WEST,2013,26,42,0,34,0,9,0,97.10000000000001
2064,MANIPUR,SENAPATI,2013,0,3,0,0,0,1,0,99.91333333333333
2065,MANIPUR,TAMENGLONG,2013,0,2,0,1,0,0,0,99.92666666666666
2066,MANIPUR,THOUBAL,2013,24,32,0,9,0,9,0,97.94666666666666
2067,MANIPUR,UKHRUL,2013,2,3,0,1,0,1,0,99.81333333333333
2068,MANIPUR,TOTAL,2013,72,125,0,59,0,29,0,92.41333333333333
2069,MEGHALAYA,GARO HILLS EAST,2013,5,1,0,6,0,0,0,99.65333333333334
2070,MEGHALAYA,GARO HILLS NORTH,2013,1,5,0,0,0,1,0,99.82
2071,MEGHALAYA,GARO HILLS SOUTH,2013,7,1,0,2,0,1,0,99.64666666666666
2072,MEGHALAYA,GARO HILLS SOUTH WEST,2013,10,1,0,5,0,0,0,99.47333333333333
2073,MEGHALAYA,GARO HILLS WEST,2013,15,1,0,16,0,6,0,99.01333333333334
2074,MEGHALAYA,JAINTIA HILLS EAST,2013,14,1,0,3,0,0,0,99.35333333333332
2075,MEGHALAYA,JAINTIA HILLS WEST,2013,24,0,0,10,0,2,0,98.82666666666667
2076,MEGHALAYA,KHASI HILLS EAST,2013,55,11,2,32,0,11,0,96.72666666666666
2077,MEGHALAYA,KHASI HILLS SOUTH WEST,2013,11,2,0,2,0,2,0,99.45333333333335
2078,MEGHALAYA,KHASI HILLS WEST,2013,12,4,0,14,0,0,0,99.13333333333334
2079,MEGHALAYA,RI-BHOI,2013,29,6,0,8,0,0,0,98.52000000000001
2080,MEGHALAYA,TOTAL,2013,183,33,2,98,0,23,0,89.62
2081,MIZORAM,AIZAWL,2013,37,1,0,37,0,5,0,97.72
2082,MIZORAM,CHAMPHAI,2013,12,0,0,5,0,0,0,99.42
2083,MIZORAM,KOLASIB,2013,9,1,0,7,0,0,0,99.47333333333333
2084,MIZORAM,LAWNGTLAI,2013,3,0,0,6,0,0,0,99.76
2085,MIZORAM,LUNGLEI,2013,15,0,0,13,0,0,0,99.14
2086,MIZORAM,MAMIT,2013,5,0,0,5,0,0,0,99.7
2087,MIZORAM,SAIHA,2013,4,0,0,1,0,0,0,99.82
2088,MIZORAM,SERCHHIP,2013,4,0,0,7,0,0,0,99.7
2089,MIZORAM,SPL NARCOTIC,2013,0,0,0,0,0,0,0,100.0
2090,MIZORAM,TRAFFIC PS,2013,0,0,0,0,0,0,0,100.0
2091,MIZORAM,TOTAL,2013,89,2,0,81,0,5,0,94.73333333333332
2092,NAGALAND,DIMAPUR,2013,14,10,1,18,1,4,0,98.74000000000001
2093,NAGALAND,KIPHIRE,2013,2,0,0,0,0,0,0,99.92000000000002
2094,NAGALAND,KOHIMA,2013,5,0,0,0,0,0,0,99.80000000000001
2095,NAGALAND,LONGLENG,2013,0,0,0,0,0,0,0,100.0
2096,NAGALAND,MOKOKCHUNG,2013,3,0,0,0,0,0,0,99.88
2097,NAGALAND,MON,2013,1,1,0,0,0,0,0,99.93333333333334
2098,NAGALAND,PEREN,2013,1,0,0,0,0,0,0,99.96000000000001
2099,NAGALAND,PHEK,2013,4,0,0,0,0,0,0,99.84
2100,NAGALAND,TUENSANG,2013,1,0,0,0,0,0,0,99.96000000000001
2101,NAGALAND,WOKHA,2013,0,0,0,0,0,0,0,100.0
2102,NAGALAND,ZUNHEBOTO,2013,0,0,0,0,0,0,0,100.0
2103,NAGALAND,TOTAL,2013,31,11,1,18,1,4,0,98.03333333333333
2104,ODISHA,ANGUL,2013,64,113,0,288,7,68,0,88.11999999999999
2105,ODISHA,BALASORE,2013,94,154,49,251,30,396,0,82.44
2106,ODISHA,BARAGARH,2013,49,42,4,149,14,79,0,93.09333333333333
2107,ODISHA,BERHAMPUR,2013,33,60,1,183,27,71,0,92.55333333333333
2108,ODISHA,BHADRAK,2013,69,100,12,136,19,202,0,89.85333333333332
2109,ODISHA,BOLANGIR,2013,44,44,11,101,8,42,0,94.29333333333334
2110,ODISHA,BOUDH,2013,49,37,1,107,8,31,0,94.56666666666666
2111,ODISHA,CUTTACK,2013,44,57,29,12,1,28,0,95.31333333333333
2112,ODISHA,DCP BBSR,2013,51,91,18,92,26,58,0,92.36000000000001
2113,ODISHA,DCP CTC,2013,30,76,2,27,6,183,0,94.86666666666666
2114,ODISHA,DEOGARH,2013,19,7,1,40,1,18,0,98.08666666666667
2115,ODISHA,DHENKANAL,2013,37,54,17,376,44,54,0,88.04666666666665
2116,ODISHA,GAJAPATI,2013,19,8,4,80,6,10,0,97.14666666666666
2117,ODISHA,GANJAM,2013,80,50,20,407,39,40,0,85.87333333333333
2118,ODISHA,JAGATSINGHPUR,2013,40,66,30,177,7,113,0,91.25333333333333
2119,ODISHA,JAJPUR,2013,76,97,35,171,20,169,0,88.39333333333332
2120,ODISHA,JHARSUGUDA,2013,21,20,6,88,5,54,0,96.24000000000001
2121,ODISHA,KALAHANDI,2013,55,54,9,157,21,116,0,91.86666666666667
2122,ODISHA,KANDHAMAL,2013,43,45,4,101,6,37,0,94.60000000000001
2123,ODISHA,KENDRAPARA,2013,53,98,0,26,4,41,0,94.42
2124,ODISHA,KEONJHAR,2013,115,83,29,244,20,194,0,85.78
2125,ODISHA,KHURDA,2013,33,56,17,105,8,127,0,93.56666666666668
2126,ODISHA,KORAPUT,2013,77,52,5,112,8,63,0,92.6
2127,ODISHA,MALKANGIR,2013,15,16,2,39,6,14,0,97.95333333333333
2128,ODISHA,MAYURBHANJ,2013,142,117,19,343,13,102,0,82.85333333333334
2129,ODISHA,NAYAGARH,2013,30,46,13,13,2,23,0,96.7
2130,ODISHA,NOWRANGPUR,2013,67,70,0,111,13,68,0,92.60666666666667
2131,ODISHA,NUAPADA,2013,24,40,7,120,14,23,0,95.0
2132,ODISHA,PURI,2013,58,78,24,56,5,181,0,92.40666666666667
2133,ODISHA,RAYAGADA,2013,78,82,3,136,10,48,0,91.41999999999999
2134,ODISHA,ROURKELA,2013,71,59,5,134,17,32,0,92.30000000000001
2135,ODISHA,SAMBALPUR,2013,81,46,9,63,7,37,0,93.63333333333333
2136,ODISHA,SONEPUR,2013,17,12,1,67,1,44,0,97.32
2137,ODISHA,SRP(CUTTACK),2013,0,0,0,3,0,1,0,99.93333333333334
2138,ODISHA,SRP(ROURKELA),2013,1,5,0,15,0,0,0,99.52666666666667
2139,ODISHA,SUNDARGARH,2013,53,32,8,88,3,25,0,94.79333333333332
2140,ODISHA,TOTAL,2013,1832,2067,395,4618,426,2792,0,-158.22
2141,PUNJAB,AMRITSAR RURAL,2013,34,45,3,60,1,50,0,95.79333333333332
2142,PUNJAB,BARNALA,2013,17,37,2,11,0,17,0,97.93333333333334
2143,PUNJAB,BATALA,2013,31,29,1,26,0,35,0,97.2
2144,PUNJAB,BHATINDA,2013,52,48,4,57,2,89,0,94.74666666666666
2145,PUNJAB,CP AMRITSAR,2013,29,53,4,53,4,101,0,95.50666666666666
2146,PUNJAB,CP JALANDHAR,2013,41,59,11,78,14,162,0,93.59333333333333
2147,PUNJAB,CP LUDHIANA,2013,109,110,13,81,21,140,0,89.44
2148,PUNJAB,FARIDKOT,2013,20,17,3,29,0,21,0,97.92666666666668
2149,PUNJAB,FATEHGARH SAHIB,2013,17,20,1,13,0,47,0,98.17999999999999
2150,PUNJAB,FAZILKA,2013,34,32,4,14,4,33,0,97.10000000000001
2151,PUNJAB,FEROZEPUR,2013,17,28,3,8,0,48,0,97.99333333333334
2152,PUNJAB,G.R.P.,2013,2,2,0,5,0,0,0,99.76666666666667
2153,PUNJAB,GURDASPUR,2013,23,36,3,41,1,44,0,96.89333333333335
2154,PUNJAB,HOSHIARPUR,2013,36,28,5,54,0,154,0,95.54
2155,PUNJAB,JALANDHAR RURAL,2013,39,21,5,51,5,71,0,96.15333333333334
2156,PUNJAB,KAPURTHALA,2013,30,39,7,40,0,62,0,96.31333333333333
2157,PUNJAB,KHANNA,2013,16,17,2,29,6,24,0,98.02
2158,PUNJAB,LUDHIANA RURAL,2013,17,38,2,18,1,20,0,97.73333333333333
2159,PUNJAB,MANSA,2013,18,9,1,16,2,23,0,98.50666666666667
2160,PUNJAB,MOGA,2013,29,35,5,22,0,24,0,97.14
2161,PUNJAB,MUKTSAR,2013,18,42,3,20,1,39,0,97.38666666666667
2162,PUNJAB,PATHANKOT,2013,11,15,0,10,0,32,0,98.74666666666667
2163,PUNJAB,PATIALA,2013,56,56,11,84,2,159,0,93.13333333333333
2164,PUNJAB,ROPAR,2013,30,42,4,29,0,27,0,96.78666666666666
2165,PUNJAB,SANGRUR,2013,56,39,11,48,2,63,0,94.94666666666667
2166,PUNJAB,SAS NAGAR,2013,51,51,10,92,0,191,0,93.15333333333334
2167,PUNJAB,SBS NAGAR,2013,21,8,1,13,1,31,0,98.43333333333334
2168,PUNJAB,TARN TARAN,2013,34,31,7,43,0,34,0,96.49333333333333
2169,PUNJAB,TOTAL,2013,888,987,126,1045,67,1741,0,0.5599999999999916
2170,RAJASTHAN,AJMER,2013,100,155,16,166,1,863,0,82.24666666666666
2171,RAJASTHAN,ALWAR,2013,316,253,42,288,0,707,0,68.74000000000001
2172,RAJASTHAN,BANSWARA,2013,117,105,13,108,0,205,0,88.56
2173,RAJASTHAN,BARAN,2013,66,102,1,208,0,289,0,88.52000000000001
2174,RAJASTHAN,BARMER,2013,55,25,21,190,0,274,0,90.80666666666666
2175,RAJASTHAN,BHARATPUR,2013,164,201,34,156,0,574,0,80.0
2176,RAJASTHAN,BHILWARA,2013,101,107,8,135,0,652,0,85.79333333333332
2177,RAJASTHAN,BIKANER,2013,100,71,18,63,0,516,0,88.80666666666667
2178,RAJASTHAN,BUNDI,2013,63,98,2,117,0,326,0,90.28666666666666
2179,RAJASTHAN,CHITTORGARH,2013,93,150,4,142,0,782,1,84.04666666666668
2180,RAJASTHAN,CHURU,2013,73,54,10,15,0,420,0,92.20666666666666
2181,RAJASTHAN,DAUSA,2013,41,103,11,163,0,221,0,90.51333333333334
2182,RAJASTHAN,DHOLPUR,2013,56,72,40,28,0,196,0,92.63999999999999
2183,RAJASTHAN,DISCOM,2013,0,0,0,0,0,0,0,100.0
2184,RAJASTHAN,DUNGARPUR,2013,86,104,6,99,0,175,0,90.44
2185,RAJASTHAN,G.R.P.AJMER,2013,1,5,1,10,1,0,0,99.58
2186,RAJASTHAN,G.R.P.JODHPUR,2013,0,0,0,3,0,0,0,99.94
2187,RAJASTHAN,GANGANAGAR,2013,151,139,20,127,3,957,0,80.62666666666667
2188,RAJASTHAN,HANUMANGARH,2013,105,92,15,121,1,599,0,86.41999999999999
2189,RAJASTHAN,JAIPUR EAST,2013,49,94,5,107,0,267,0,91.44666666666666
2190,RAJASTHAN,JAIPUR NORTH,2013,37,86,4,68,0,300,0,92.73333333333333
2191,RAJASTHAN,JAIPUR RURAL,2013,68,99,8,120,0,269,0,90.18
2192,RAJASTHAN,JAIPUR SOUTH,2013,42,71,7,39,0,214,0,93.98666666666668
2193,RAJASTHAN,JAIPUR WEST,2013,64,128,5,69,0,329,0,90.28666666666666
2194,RAJASTHAN,JAISALMER,2013,17,9,4,88,0,37,0,96.94000000000001
2195,RAJASTHAN,JALORE,2013,44,38,12,72,0,180,0,94.18666666666667
2196,RAJASTHAN,JHALAWAR,2013,117,113,5,307,5,478,0,82.74666666666667
2197,RAJASTHAN,JHUNJHUNU,2013,72,72,12,40,0,405,0,91.30000000000001
2198,RAJASTHAN,JODHPUR EAST,2013,20,49,1,51,0,205,0,95.47333333333333
2199,RAJASTHAN,JODHPUR RURAL,2013,50,49,11,88,0,166,0,93.46000000000001
2200,RAJASTHAN,JODHPUR WEST,2013,50,55,6,90,0,168,0,93.41333333333333
2201,RAJASTHAN,KARAULI,2013,48,77,13,79,0,179,0,92.82
2202,RAJASTHAN,KOTA CITY,2013,86,154,6,101,5,512,0,86.75333333333333
2203,RAJASTHAN,KOTA RURAL,2013,45,65,0,166,0,247,0,91.5
2204,RAJASTHAN,NAGAUR,2013,97,106,20,110,0,500,0,87.09333333333333
2205,RAJASTHAN,PALI,2013,92,138,16,222,0,512,0,84.25333333333333
2206,RAJASTHAN,PRATAPGARH,2013,200,138,6,171,0,333,0,82.47999999999999
2207,RAJASTHAN,RAJSAMAND,2013,40,67,9,72,1,271,0,93.05333333333334
2208,RAJASTHAN,SAWAI MADHOPUR,2013,39,68,5,60,0,206,0,93.88666666666667
2209,RAJASTHAN,SIKAR,2013,73,133,13,50,0,397,0,89.45333333333335
2210,RAJASTHAN,SIROHI,2013,47,61,8,109,0,213,0,92.62666666666667
2211,RAJASTHAN,TONK,2013,33,76,5,75,8,352,0,92.53333333333333
2212,RAJASTHAN,UDAIPUR,2013,167,265,10,336,0,598,0,75.21333333333332
2213,RAJASTHAN,TOTAL,2013,3285,4047,453,4829,25,15094,1,-352.00666666666666
2214,SIKKIM,EAST,2013,22,9,0,16,0,3,0,98.53999999999999
2215,SIKKIM,NORTH,2013,1,0,0,0,0,0,0,99.96000000000001
2216,SIKKIM,SOUTH,2013,15,5,0,8,0,1,0,99.1
2217,SIKKIM,WEST,2013,5,2,0,5,0,1,0,99.64
2218,SIKKIM,TOTAL,2013,43,16,0,29,0,5,0,97.24000000000001
2219,TAMIL NADU,ARIYALUR,2013,10,18,3,23,0,8,0,98.50666666666667
2220,TAMIL NADU,CHENNAI,2013,83,42,12,55,155,221,0,90.52
2221,TAMIL NADU,RAILWAY CHENNAI,2013,0,0,0,5,0,1,0,99.89333333333333
2222,TAMIL NADU,COIMBATORE RURAL,2013,11,17,1,41,7,49,0,97.83333333333333
2223,TAMIL NADU,COIMBATORE URBAN,2013,17,3,1,15,4,48,0,98.53333333333333
2224,TAMIL NADU,CUDDALORE,2013,36,48,6,8,0,66,0,96.47999999999999
2225,TAMIL NADU,DHARMAPURI,2013,23,151,2,48,1,65,0,93.58000000000001
2226,TAMIL NADU,DINDIGUL,2013,13,95,1,46,0,95,0,95.36
2227,TAMIL NADU,ERODE,2013,14,26,0,25,0,21,0,98.10666666666665
2228,TAMIL NADU,KANCHIPURAM,2013,24,9,3,15,0,18,0,98.28
2229,TAMIL NADU,KANYAKUMARI,2013,12,30,1,5,0,118,0,97.8
2230,TAMIL NADU,KARUR,2013,7,17,0,9,1,11,0,99.0
2231,TAMIL NADU,KRISHNAGIRI,2013,8,66,12,48,2,47,0,96.22
2232,TAMIL NADU,MADURAI RURAL,2013,33,96,4,73,17,263,0,92.54666666666667
2233,TAMIL NADU,MADURAI URBAN,2013,16,20,3,23,2,91,0,97.63333333333334
2234,TAMIL NADU,NAGAPATTINAM,2013,9,21,3,30,23,9,0,98.01333333333334
2235,TAMIL NADU,NAMAKKAL,2013,23,38,0,57,11,15,0,96.67999999999999
2236,TAMIL NADU,NILGIRIS,2013,15,9,0,18,1,1,0,98.78
2237,TAMIL NADU,PERAMBALUR,2013,8,4,0,13,1,5,0,99.26666666666665
2238,TAMIL NADU,PUDUKOTTAI,2013,10,49,3,29,0,39,0,97.35333333333332
2239,TAMIL NADU,RAMNATHAPURAM,2013,9,23,2,24,2,20,0,98.32000000000001
2240,TAMIL NADU,SALEM RURAL,2013,26,62,5,62,0,47,0,95.58666666666667
2241,TAMIL NADU,SALEM URBAN,2013,16,17,1,10,9,49,0,98.22666666666666
2242,TAMIL NADU,SIVAGANGAI,2013,16,26,4,35,0,87,0,97.25333333333333
2243,TAMIL NADU,THANJAVUR,2013,31,39,0,68,4,46,0,96.0
2244,TAMIL NADU,THENI,2013,25,34,5,41,0,62,0,96.69333333333334
2245,TAMIL NADU,THIRUNELVELI RURAL,2013,74,112,6,82,0,486,0,88.97333333333334
2246,TAMIL NADU,THIRUNELVELI URBAN,2013,12,6,0,4,0,18,0,99.16
2247,TAMIL NADU,THIRUVALLUR,2013,21,23,9,11,0,19,0,97.89999999999999
2248,TAMIL NADU,THIRUVANNAMALAI,2013,50,44,2,31,2,34,0,95.88666666666667
2249,TAMIL NADU,THIRUVARUR,2013,15,17,1,5,0,15,0,98.71333333333334
2250,TAMIL NADU,THOOTHUKUDI,2013,52,24,2,35,1,64,0,96.07333333333332
2251,TAMIL NADU,TIRUPPUR,2013,20,39,8,40,7,91,0,96.39333333333333
2252,TAMIL NADU,RAILWAY TRICHY,2013,0,0,0,3,0,0,0,99.94
2253,TAMIL NADU,TRICHY RURAL,2013,23,24,3,40,0,49,0,97.21333333333334
2254,TAMIL NADU,TRICHY URBAN,2013,10,5,0,18,6,25,0,98.85999999999999
2255,TAMIL NADU,VELLORE,2013,51,82,8,33,57,40,0,93.82
2256,TAMIL NADU,VILLUPURAM,2013,67,155,4,127,0,80,0,89.97999999999999
2257,TAMIL NADU,VIRUDHUNAGAR,2013,33,25,3,16,0,48,0,97.27333333333334
2258,TAMIL NADU,TOTAL,2013,923,1516,118,1271,313,2471,0,-27.346666666666675
2259,TRIPURA,DHALAI,2013,17,12,1,38,0,51,0,97.86666666666667
2260,TRIPURA,GOMATI,2013,31,28,6,45,2,164,0,95.79333333333332
2261,TRIPURA,GRP,2013,0,0,0,0,0,0,0,100.0
2262,TRIPURA,KHOWAI,2013,23,3,4,43,1,42,0,97.71333333333332
2263,TRIPURA,NORTH,2013,20,9,4,51,0,113,0,97.05333333333334
2264,TRIPURA,SIPAHIJALA,2013,27,13,1,73,0,118,0,96.29333333333334
2265,TRIPURA,SOUTH,2013,32,14,5,38,0,93,0,96.8
2266,TRIPURA,UNAKOTI,2013,37,16,5,18,1,51,0,97.21333333333334
2267,TRIPURA,WEST,2013,46,29,3,101,3,195,0,93.92666666666668
2268,TRIPURA,TOTAL,2013,233,124,29,407,7,827,0,72.66
2269,UTTAR PRADESH,AGRA,2013,78,335,98,239,0,399,0,77.24000000000001
2270,UTTAR PRADESH,ALIGARH,2013,99,346,73,300,0,455,0,75.34666666666666
2271,UTTAR PRADESH,ALLAHABAD,2013,102,239,66,215,0,322,0,80.9
2272,UTTAR PRADESH,AMBEDKAR NAGAR,2013,15,55,17,16,0,4,0,97.02
2273,UTTAR PRADESH,AMETHI,2013,38,110,16,83,0,35,0,93.11999999999999
2274,UTTAR PRADESH,AMROHA,2013,23,92,16,57,0,171,0,93.81333333333333
2275,UTTAR PRADESH,AURAIYA,2013,16,70,28,38,0,68,0,95.34666666666666
2276,UTTAR PRADESH,AZAMGARH,2013,39,135,36,20,0,155,0,92.20666666666666
2277,UTTAR PRADESH,BADAUN,2013,54,128,58,102,0,58,0,90.06666666666666
